running on 6718 samples
training model...
trained model...
sample 1 correct, score = 0.227369
sample 4336 no tones detected, score = 0.534892
sample 4337 correct, score = 0.431324
sample 4338 no tones detected, score = 0.547207
sample 4339 incorrect/failed threshold, score = 0.580557
sample 4340 correct, score = 0.569227
sample 4341 incorrect/failed threshold, score = 0.628396
sample 4342 correct, score = 0.519313
sample 4343 incorrect/failed threshold, score = 0.597966
sample 4344 correct, score = 0.571672
sample 4345 incorrect/failed threshold, score = 0.657519
sample 4346 tone not detected, 1 false positives, score = 0.506840
sample 4347 incorrect/failed threshold, score = 0.645231
sample 4348 correct, score = 0.430562
sample 4349 incorrect/failed threshold, score = 0.587145
sample 4350 no tones detected, score = 0.541121
sample 4351 correct, score = 0.333225
sample 4352 no tones detected, score = 0.568078
sample 4353 incorrect/failed threshold, score = 0.610598
sample 4354 correct, score = 0.442748
sample 4355 correct, score = 0.491010
sample 4356 incorrect/failed threshold, score = 0.600659
sample 4357 correct, score = 0.304067
sample 4358 tone not detected, 1 false positives, score = 0.230273
sample 4359 correct, score = 0.325149
sample 4360 incorrect/failed threshold, score = 0.582713
sample 4361 correct, score = 0.556314
sample 4362 incorrect/failed threshold, score = 0.612778
sample 4363 tone not detected, 1 false positives, score = 0.569377
sample 4364 no tones detected, score = 0.557105
sample 4365 correct, score = 0.506084
sample 4366 correct, score = 0.516216
sample 4367 incorrect/failed threshold, score = 0.655343
sample 4368 no tones detected, score = 0.556854
sample 4369 no tones detected, score = 0.565944
sample 4370 correct, score = 0.500833
sample 4371 correct/failed threshold, score = 0.632014
sample 4372 incorrect/failed threshold, score = 0.594611
sample 4373 incorrect/failed threshold, score = 0.588390
sample 4374 correct, score = 0.502266
sample 4375 incorrect/failed threshold, score = 0.614052
sample 4376 no tones detected, score = 0.548151
sample 4377 correct/failed threshold, score = 0.591567
sample 4378 correct, score = 0.215072
sample 4379 incorrect/failed threshold, score = 0.653607
sample 4380 no tones detected, score = 0.575584
sample 4381 no tones detected, score = 0.553869
sample 4382 no tones detected, score = 0.562862
sample 4383 correct, score = 0.529381
sample 4384 correct, score = 0.444032
sample 4385 tone not detected, 1 false positives, score = 0.563697
sample 4386 correct, score = 0.328051
sample 4387 correct, score = 0.494091
sample 4388 incorrect/failed threshold, score = 0.599056
sample 4389 correct, score = 0.543499
sample 4390 incorrect/failed threshold, score = 0.648415
sample 4391 no tones detected, score = 0.548356
sample 4392 no tones detected, score = 0.566742
sample 4393 correct, score = 0.549650
sample 4394 tone not detected, 1 false positives, score = 0.326807
sample 4395 correct, score = 0.416936
sample 4396 correct, score = 0.521489
sample 4397 incorrect/failed threshold, score = 0.658165
sample 4398 no tones detected, score = 0.554593
sample 4399 incorrect/failed threshold, score = 0.592900
sample 4400 correct, score = 0.476418
sample 4401 correct, score = 0.409940
sample 4402 correct, score = 0.493023
sample 4403 no tones detected, score = 0.518601
sample 4404 incorrect/failed threshold, score = 0.580563
sample 4405 correct, score = 0.280673
sample 4406 correct, score = 0.520874
sample 4407 correct, score = 0.554828
sample 4408 incorrect/failed threshold, score = 0.761325
sample 4409 correct/failed threshold, score = 0.585998
sample 4410 incorrect/failed threshold, score = 0.589660
sample 4411 correct, score = 0.486979
sample 4412 correct, score = 0.411693
sample 4413 correct, score = 0.542965
sample 4414 no tones detected, score = 0.566583
sample 4415 incorrect/failed threshold, score = 0.599488
sample 4416 correct, score = 0.544764
sample 4417 no tones detected, score = 0.535899
sample 4418 correct, score = 0.351176
sample 4419 correct, score = 0.577050
sample 4420 correct, score = 0.500884
sample 4421 incorrect/failed threshold, score = 0.660219
sample 4422 no tones detected, score = 0.548693
sample 4423 no tones detected, score = 0.564404
sample 4424 correct, score = 0.348041
sample 4425 no tones detected, score = 0.572350
sample 4426 correct, score = 0.255059
sample 4427 incorrect/failed threshold, score = 0.743682
sample 4428 correct, score = 0.492220
sample 4429 no tones detected, score = 0.560387
sample 4430 correct, score = 0.436185
sample 4431 correct, score = 0.269133
sample 4432 correct, score = 0.214950
sample 4433 incorrect/failed threshold, score = 0.581169
sample 4434 correct, score = 0.477566
sample 4435 incorrect/failed threshold, score = 0.582017
sample 4436 correct, score = 0.561908
sample 4437 incorrect/failed threshold, score = 0.592246
sample 4438 correct, score = 0.477828
sample 4439 correct, score = 0.535592
sample 4440 incorrect/failed threshold, score = 0.604085
sample 4441 incorrect/failed threshold, score = 0.606011
sample 4442 correct/failed threshold, score = 0.646835
sample 4443 no tones detected, score = 0.551316
sample 4444 tone not detected, 1 false positives, score = 0.575222
sample 4445 correct, score = 0.481546
sample 4446 correct, score = 0.531903
sample 4447 no tones detected, score = 0.547937
sample 4448 correct, score = 0.327815
sample 4449 no tones detected, score = 0.544591
sample 4450 no tones detected, score = 0.565673
sample 4451 no tones detected, score = 0.561028
sample 4452 incorrect/failed threshold, score = 0.588713
sample 4453 correct, score = 0.578048
sample 4454 no tones detected, score = 0.543325
sample 4455 correct, score = 0.566084
sample 4456 correct, score = 0.521192
sample 4457 incorrect/failed threshold, score = 0.665050
sample 4458 no tones detected, score = 0.576083
sample 4459 no tones detected, score = 0.579166
sample 4460 incorrect/failed threshold, score = 0.598976
sample 4461 correct, score = 0.507599
sample 4462 correct, score = 0.368866
sample 4463 correct/failed threshold, score = 0.612479
sample 4464 no tones detected, score = 0.578739
sample 4465 correct, score = 0.394536
sample 4466 correct/failed threshold, score = 0.643952
sample 4467 correct/failed threshold, score = 0.590259
sample 4468 correct, score = 0.561671
sample 4469 incorrect/failed threshold, score = 0.583819
sample 4470 incorrect/failed threshold, score = 0.588721
sample 4471 correct, score = 0.265341
sample 4472 tone not detected, 1 false positives, score = 0.528657
sample 4473 no tones detected, score = 0.529485
sample 4474 incorrect/failed threshold, score = 0.625930
sample 4475 correct, score = 0.545898
sample 4476 correct/failed threshold, score = 0.672331
sample 4477 incorrect/failed threshold, score = 0.580550
sample 4478 incorrect/failed threshold, score = 0.588300
sample 4479 incorrect/failed threshold, score = 0.604739
sample 4480 no tones detected, score = 0.571175
sample 4481 tone not detected, 1 false positives, score = 0.546771
sample 4482 incorrect/failed threshold, score = 0.708300
sample 4483 correct/failed threshold, score = 0.587884
sample 4484 no tones detected, score = 0.569814
sample 4485 incorrect/failed threshold, score = 0.586868
sample 4486 no tones detected, score = 0.550840
sample 4487 incorrect/failed threshold, score = 0.620146
sample 4488 correct, score = 0.448897
sample 4489 no tones detected, score = 0.556615
sample 4490 correct, score = 0.555961
sample 4491 correct, score = 0.454553
sample 4492 no tones detected, score = 0.546812
sample 4493 incorrect/failed threshold, score = 0.599569
sample 4494 correct, score = 0.466445
sample 4495 incorrect/failed threshold, score = 0.688360
sample 4496 correct/failed threshold, score = 0.597988
sample 4497 correct, score = 0.495808
sample 4498 correct/failed threshold, score = 0.583104
sample 4499 correct, score = 0.536671
sample 4500 correct, score = 0.554093
sample 4501 no tones detected, score = 0.557671
sample 4502 correct, score = 0.566951
sample 4503 correct, score = 0.535122
sample 4504 correct, score = 0.565526
sample 4505 correct, score = 0.492929
sample 4506 incorrect/failed threshold, score = 0.648868
sample 4507 incorrect/failed threshold, score = 0.583473
sample 4508 incorrect/failed threshold, score = 0.581708
sample 4509 correct, score = 0.413964
sample 4510 correct, score = 0.473016
sample 4511 correct, score = 0.576430
sample 4512 correct, score = 0.559448
sample 4513 incorrect/failed threshold, score = 0.599626
sample 4514 incorrect/failed threshold, score = 0.585385
sample 4515 correct/failed threshold, score = 0.674447
sample 4516 no tones detected, score = 0.556448
sample 4517 no tones detected, score = 0.559004
sample 4518 tone not detected, 1 false positives, score = 0.466322
sample 4519 incorrect/failed threshold, score = 0.590441
sample 4520 correct, score = 0.577582
sample 4521 incorrect/failed threshold, score = 0.586158
sample 4522 incorrect/failed threshold, score = 0.601043
sample 4523 correct, score = 0.206706
sample 4524 incorrect/failed threshold, score = 0.604462
sample 4525 incorrect/failed threshold, score = 0.608575
sample 4526 incorrect/failed threshold, score = 0.708041
sample 4527 correct, score = 0.552236
sample 4528 correct/failed threshold, score = 0.599845
sample 4529 correct/failed threshold, score = 0.587245
sample 4530 correct/failed threshold, score = 0.607980
sample 4531 correct, score = 0.311643
sample 4532 incorrect/failed threshold, score = 0.632668
sample 4533 correct, score = 0.489873
sample 4534 correct, score = 0.484759
sample 4535 correct/failed threshold, score = 0.589680
sample 4536 correct, score = 0.205227
sample 4537 no tones detected, score = 0.553027
sample 4538 correct, score = 0.535555
sample 4539 correct, score = 0.401824
sample 4540 correct/failed threshold, score = 0.594165
sample 4541 correct, score = 0.185447
sample 4542 correct, score = 0.416752
sample 4543 correct, score = 0.542651
sample 4544 tone not detected, 1 false positives, score = 0.487215
sample 4545 correct, score = 0.329670
sample 4546 correct, score = 0.534274
sample 4547 correct, score = 0.438923
sample 4548 correct, score = 0.048671
sample 4549 correct, score = 0.536263
sample 4550 correct, score = 0.485395
sample 4551 tone not detected, 1 false positives, score = 0.509869
sample 4552 tone not detected, 1 false positives, score = 0.508139
sample 4553 correct/failed threshold, score = 0.591778
sample 4554 correct/failed threshold, score = 0.596378
sample 4555 correct, score = 0.506941
sample 4556 incorrect/failed threshold, score = 0.664310
sample 4557 incorrect/failed threshold, score = 0.593723
sample 4558 no tones detected, score = 0.571119
sample 4559 correct, score = 0.428176
sample 4560 correct, score = 0.398027
sample 4561 correct, score = 0.533106
sample 4562 incorrect/failed threshold, score = 0.600560
sample 4563 correct, score = 0.570759
sample 4564 correct, score = 0.146781
sample 4565 correct, score = 0.318937
sample 4566 no tones detected, score = 0.548375
sample 4567 correct, score = 0.486271
sample 4568 no tones detected, score = 0.561626
sample 4569 no tones detected, score = 0.561449
sample 4570 no tones detected, score = 0.551607
sample 4571 no tones detected, score = 0.575740
sample 4572 incorrect/failed threshold, score = 0.657336
sample 4573 correct/failed threshold, score = 0.633112
sample 4574 no tones detected, score = 0.579239
sample 4575 correct/failed threshold, score = 0.583433
sample 4576 correct, score = 0.529634
sample 4577 no tones detected, score = 0.569504
sample 4578 no tones detected, score = 0.557516
sample 4579 correct, score = 0.524694
sample 4580 correct, score = 0.570292
sample 4581 no tones detected, score = 0.554773
sample 4582 correct/failed threshold, score = 0.592709
sample 4583 correct/failed threshold, score = 0.593115
sample 4584 correct/failed threshold, score = 0.598805
sample 4585 no tones detected, score = 0.556783
sample 4586 no tones detected, score = 0.568931
sample 4587 correct, score = 0.399623
sample 4588 incorrect/failed threshold, score = 0.580545
sample 4589 correct, score = 0.500335
sample 4590 correct/failed threshold, score = 0.600447
sample 4591 incorrect/failed threshold, score = 0.628227
sample 4592 incorrect/failed threshold, score = 0.588278
sample 4593 no tones detected, score = 0.554645
sample 4594 incorrect/failed threshold, score = 0.591015
sample 4595 correct, score = 0.226419
sample 4596 correct, score = 0.421901
sample 4597 incorrect/failed threshold, score = 0.596170
sample 4598 correct, score = 0.492682
sample 4599 correct, score = 0.518082
sample 4600 correct, score = 0.570865
sample 4601 correct, score = 0.314949
sample 4602 correct, score = 0.527304
sample 4603 incorrect/failed threshold, score = 0.616820
sample 4604 incorrect/failed threshold, score = 0.588997
sample 4605 correct/failed threshold, score = 0.603020
sample 4606 correct, score = 0.526502
sample 4607 incorrect/failed threshold, score = 0.798458
